ID,comment,predicted_sentiment
7722,အံမယ်ငါတို့ရှမ်းမလေးကိုများနင်ကထားခဲ့တယ်😏😐🖐🖐👊👊,positive
7723,တစ်ချိန်တုန်းက ရှမ်းမလေးကိုလွမ်းသွားပြီဗျာ,negative
7724,ဖိုမကိစ္စကလွဲရင် သီချင်းမရေးတတ်တော့ဘူးလားဖာသည်မသားလေး,neutral
7725,လာဆဲတာလီးဘဲ လေးလုပ်ပါဟ,neutral
7726,သူ့ခမျာ ခေါက်ဆွဲလေးတောင်ကုန်အောင်မစားနိုင်ဘူးဗျာ ဘေးကနေနှောက်ယှက်နာကို😢,negative
7727,သီချင်းမှာ မမွေးတာကို မွေးတယ်လို့ သုံးတာမျိုး အနုပညာ လှာ့်ကွက်ဆိုတာရှိတယ်ဟ သီချင်းတေကိုလေ့လာကြည့်,positive
7728,ရန်ကုန်သားလား မန်းလေးငါးတော့မသိဘူး တောင်ပေါ်ထိလိုက်ပြီး အသဲခွဲတာ ငါ့အသဲကိုခွဲသွားတာကတော့ မန်းလေးသား😢,negative
7729,ကိုယ်တွေကျတော့ တောင်ပေါ်သူလေးက ပလေးသွားတာ🗿,positive
7730,ချယ်ရီကမွှေးလို့လား🙄,neutral
7731,သီချင်းလီးလိုကြီး,negative
7732,မင်းတို့ဟာက ချယ်ရီ လဲမပါဘူး 😢,neutral
7734,ချယ်ရီပန်းကအပြင်မှာဘာအနံ့မှမရှိဘူးဆိုတာဒီကောင်တကယ်မသိတာလားဗဟုသုတတော်တော်နည်းတဲ့ကောင်,negative
7735,အိုး တပုဒ်ကြောင့်စိတ်ထဲ ဝမ်နည်ရမယ်လို့ မတွေးခဲ့မိဘူး,negative
7736,မမြတ်ရတနာကျောနဲ့သီချင်းလေးက ပဲ🎉😊,positive
7737,အခုတော့လည်းမရိုတော့ဘူး သူမလည်းမရှိတော့ဘူးဗျ,negative
7739,ပန်းမွှေးတယ်ပြောတဲ့ကောင်ကို ယုံတာလား 😆 🎉,positive
7740,မောင်တွေမကောင်းလိုက်ပုံများနော်😢😂,negative
7741,ငါကကျ တောင်ပေါ်ထိသွားပီး တောင်ပေါ်သားဆီက အသည်းသွားခွဲခံတဲ့ မြေပြန့်သူ😂💔💔 မျက်ရည်နှစ်စက်,negative
7742,မိုက်မဲလိုက်တဲ့ဘဲ🥲,positive
7743,သူများမိန်းမနဲ့ရိုက်ထားထာကကြည့်မကောင်း မရ,negative
7744,ချယ်ရီပန်းက မမွှေးဘူးဗျ,neutral
7745,တိမ်တိုက်ကဗျာလေးလုပ်ပါရီး,positive
7746,အဲလိုဂေါက်ကြောင်တွေကရှိတယ်ဟိုကစောင့်နေရတာ,neutral
7747,ခေါက်ဆွဲဖိုးလဲ ရှင်းမသွားဘူး,negative
7748,ဘဲကြီးကမြို့ပြမှာငြိမ်းချမ်းတေအချစ်တေရှားလို့တောင်တန်းကိုလာပီးအသဲခွဲတာပေါ့😢,negative
7749,ေန႔တိုင္းနားေထာင္ျဖစ္ေနတဲ့သီခ်င္းေလးလည္းမိုက္တယ္😊,positive
7750,ကောင်မလေးက ဖြစ်သွားတာဆိုပါလဲမပါဘူး ဘာ်နားမှာလဲ,neutral
7752,အဲ့မှာသတိရစိတ်တွေ,negative
7753,ငါ့မှာမျက်ရည်တောင်ဝဲတယ်ဟယ်😢,negative
7754,သီချင်းက ကောင်ပါရဲ့ အဆုံးသတ်ကြီးက မလှဘူး ချယ်ရီ ပလေးခံလိုက်ရတယ်,positive
7755,တန်လိုက်တာ ရာ,positive
7756,ဒီဘဲမလြယ္ဘူးဟ😂,neutral
7757,ပေးချင်တဲ့ ကတော့ တွေ ထားလည်း အချိန်တန် မယားကြီးဆီ ရောက်သွားတာပဲ ဆိုတာ ခံရတာ မသိတဲ့ သူတွေအတွက်တော့ မျှော်နေရပေါ့,negative
7758,မိုက်ကွာ,positive
7759,အသက်ထက်ဆုံး မတီးထုတ်လိုက်ရဘဲ ပြီးဆုံးသွားပါပြီ ပေးချင်တဲ့ မက်ဆေ့ကတော့ တက်တူးတွေနဲ့ ဘဲကို ရှောင်ဆိုတာပါဘဲ😂,negative
7760,ရှမ်းစားနေတုန်း စကားဘာလို့သွားပြော ကိုဒဘယ်😂,neutral
7761,ချယ်ရီကမွှေးတယ်ဆိုကတည်းကအဆုံးထိနားမထောင်တော့ဘူး,positive
7762,အားပေးနေပါတယ် ဘဲကြီးရေ,positive
7763,ချယ်ရီပန်းက အနံ့မရှိပါဘူးအကိုရယ်,negative
7764,ဘယ်ရှမ်းမလွမ်းရမလဲမသိ😂😂😂,negative
7765,တော်သေးတယ် ဒီတစ်ခါချည်ထိုးတဲ့တော့မှန်သွားပြီမောင်ကတော့မမှန်ဘူး ရက်စက်သွားတယ် 😒,negative
7767,🎉😢😢,positive
7768,ချယ်ရီပန်းကမမွှေးဘူးပဲကြားဖူးတယ်🥲,neutral
7769,မြူနှင်းလေးများရဲ့ထဲဒီပန်းလေးဆိုးနေတယ်ဘာပန်းလည်းမေးချင်ရဲ့ခွေးသေးပန်းလို့ပြောတာပဲ 🤣ငါ့အတွက်တော့သူကနံတယ်,neutral
7770,အရေသွေးနိမ့်တယ် ဘရိုချယ်ရီပန်းတွေကမမွှေးဘူးနော်,neutral
7771,တောင်ပေါ်ဒေသထိလာပီးစောက်သဲခွဲတာတော့ အဓိပ္ပာယ်မရှိဘူးနော်🤧,positive
7772,တလလုံး နဲ့နားထောင်ပီးခုလည်း အခါခါ နဲ့နားထောင်နေမိပြန်ရော😢,negative
7773,🌸ကောင်းတယ်အဲသီချင်း,positive
7775,စရာလားကွာ,neutral
7776,မြေပြန့်သားတွေများအားလိုက်တာတောင်ပေါ်ထိတက်ပလေးတာကြီးက လွန်တာပေါ့😢,negative
7777,ပလေးသွားထာချယ်ရီကို😅,neutral
7778,သီချင်းကကောင်းတယ် ကတော့မမွှေးပါဘူး,neutral
7779,ချယ်ရီတွေငိုနေပီနန်းရေလို့ပေးရမာသီချင်းနာမည်ကလေ🤣,positive
7780,ထိရှ💔😢,negative
7781,သရုပ်ဆောင်တာစကားကို လူလိုပြောစေချင်ပါတယ်,negative
7782,လိုက်တယ် လိုက်တယ်,positive
7783,ချယ်ရီပန်းမွှေးလို့လား😜,neutral
7784,အသံမကြားရလို့😢,negative
7786,ယောက်ျားတွေ သစ္စာမရှိဘူး😂,positive
7787,မေပြန့်သားအသဲခွဲသွားတယ်ပေါ့,neutral
7788,တောင်ပေါ်တက်တာဟေ့က်စ္စမရှိပါဘူး ဒို့မမမြတ်မာ ကိုကို ရှိတယ်,positive
7789,မမြတ်ရယ် ကြည့်နေတာ ဘယ်နှစ်ခေါက်မှန်းကို မသိတော့ဘူး😊,positive
7790,ဆီ ငါသွားမှဖြစ်တော့မယ် 😂😂😂,neutral
7791,ငရဲကြီးမယ် အိမ်ထောင်သည်နဲ့,positive
7792,ပြန်မပြောနဲ့ အဲ့လို တွေကိုစောက်မြင်ကပ်လို့သက်သက်ရေးတာ😏,neutral
7793,ရိုက်ပြီးပြန်ပေါင်းပေး😢,negative
7795,ရှမ်းမလေးတွေများဘယ်သူ့ကြည့်ကြည့်ချစ်စရာလေးတွေ။ရှမ်းမြောက်မူဆယ်သူလေးကတော့အလှဆုံးပေါ့👀။ရည်းစားလေးကိုသတိရသွားပြီ။,positive
7796,မရတော့ဘူး တော်ကိုကြိုက်နေပြီ😞🏽,positive
7797,ရှမ်းမတွေ မြန်း ချစ် ချင်စရာလေးဗျာ 😭,negative
7799,🍀,positive
7800,အကိုရေသေကွဲသီချင်းလေးတစ်ပိုဒ်လောက်ဆိုပေးပါလားဗျာ💔,positive
7802,အကိုရေ သေကွဲသီချင်းလေးတစ်ပိုဒ်လောက်ဆိုပေးပါလားဗျာ💔,positive
7803,ချောလိုက်တာမမရယ်😍,positive
7804,ဖုန္းနဲ့ရိုက္ထားတာလား,neutral
7805,ခင်ဗျားမို့လို့ ရှမ်းမလေးအသဲခွဲရက်တယ်,neutral
7806,သြော်ချယ်ရီ,neutral
7807,တော့ အာ့ဘွိုင်းနဲ့တွေ့တော့မယ်နော်😁😁😁😁,neutral
7808,ချယ်ရီတွေထဲမှာ ဒီချယ်ရီမကြိုက်ဆုံးပဲ,positive
7809,အမလေး လေး ငါကလဲနာရီလက်ဆောင်ပေးမလို့လုပ်နေတာ အဲ့လို အသည်းခွဲသွားရင်ဒုက္ခ နာရီဖိုးလဲဆုံးမယ် အသည်းကလဲကွဲဦးမယ်🙄🙄😒,negative
7811,အသည်းကွဲတာများလာတော့လမ်းခွဲခြင်းတွေကရိုးနေပြီး😢😢😢,negative
7812,ရှမ်းမလေးကို ချစ်မိနေပြီ,negative
7813,မြို့ပြမှာရှားပါးတာ ငြိမ်းချမ်းတဲ့အချစ်များပါ ဆိုပြီး နောက်ဆုံးကျ မြို့ကလူနဲ့ညားသွားတယ် ဘာသဘောလဲအဲ့တာ🤌🏼,neutral
7814,နားထောင်ရတာ မိုက်တယ်ဗျာ 😊😊😊😊😮😮😮😮,positive
7815,ရှမ်းမလေးတွေကို ကြူးဖို့ သီချင်းတစ်ပုဒ်ရပြီရှင်။,positive
7816,သီချင်းကပေးတဲ့ကတော့မြေပြန့်သားတွေမျက်နှာများတယ်မတွဲနဲ့ဆိုတဲ့သဘောပါညီမလေးတို့ရေ,neutral
7817,😍🥰😘😘,positive
7818,မန္တလေးသားတွေအရမ်းအားကြတယ်ထင်တယ် တောင်ပေါ်ထိသွားပလေးတယ်,neutral
7819,ဂျူးရဲ့ အမှတ်တရ ကို သွားသတိရပြန်ပီ,negative
7820,ဘဲကြီးသီချင်းတွေကအသည်းကွဲနေတာချည်းပဲဗျာ,positive
7821,တို့မြင်လမသိဘူး လောက်က ထောင်ထားတဲ့ ဓာတ်ပုံကလှုပ်နေတယ်တွေ့လား,neutral
7822,ကောင်မလေးက နဲ့ဆင်သလို😅,neutral
7823,ဘာလဲဟ က စားပြီးနားမလည်လုပ်လို့မရဘူးလေ တာဝန်ယူရမှာပေါ့လို့ ငဂျေကွာ ကတောက်စ်,neutral
7824,စပ သူများနဲ့ညားသွားတာလား,neutral
7825,ကိုသာဆို ဒီလိုကြီးဇာက်မသိမ်းချင်ဘူး 😢,negative
7826,စောက်ရမ်းကြိုက် ထပ်ခါထပ်ခါ နားထောင်,positive
7827,ရှမ်းမတွေဒီ ကြည့်ပြီး ပြန်မကြိုက်တော့ရင် ပြဿနာပဲ🥲,neutral
7828,ခင်ဗျားက တာယာပွကြီးပါ 🎉🎉,positive
7830,ချယ်ရီ့ကို မောင် ပလေးသွားတယ်😢🤧,positive
7831,ကျရင် ဒီ ကိုပြန်လာကြည့်မယ်,neutral
7832,နောက်ဆုံးနမ်းတဲ့လူက ပြောင်းသွားသလိုပဲ,neutral
7833,ရှယ်မိုက်နယ်ဗျာ က မထင်ရဘူးနော် သီချင်းလေးကလည်း အရမ်းကောင်း အတီးကလည်း,positive
7835,မချယ်ရီနဲ့ညားရမှာမဟုတ်ဘူးလား ဘာလို့အပြင်ကကို့ရည်းနဲ့ညားရတာလဲဗျာ,neutral
7836,ချယ်ရီပန်းလေးလိုပါပဲး လှလို့ ဘဲးကြီးကိုတောင်မနာလိုဖြစ်နေပီ,neutral
7837,သူကျကောင်မလေးနဲ့သာယာပြီး သူများတွေကျအချစ်သီချင်းတောင်ခံစားရအောင်လုပ် ကေျးဇူး,positive
7838,ချစ်စရာလေး🌸,positive
7839,ရှမ်းမလေးကလှလိုက်တာကွယ် သီချင်းကိုလည်းအများကြီးကြိုက် ထွက်ကတည်းကနေအခုထိနေ့တိုင်းနီးပါးကိုခဏခဏနားထောင်ဖြစ်ပါတယ်လို့🥺🧡,positive
7840,ဒီ ကြီးကြားဖူးနေတယ်,positive
7841,ဒရိုက်တာ ရင်ရေ အမြဲအားပေးနေပါတယ်,positive
7842,အစထည်းကပါလာတဲ့နာရီးက ဘလိုလုပ်ပြီး နောက်ဆုံးခွဲရမဲ့နေ့ကျမ့ မပါလာတော့တာလည်း😮😮,negative
7843,မြေပြန့်သား,neutral
7844,ဒီဘက်ခေတ်မှာတော့ တို့ အနုပညာရှင်ဆန်တယ်,neutral
7845,ကို ရဲ့စော်လိုက်နည်း စော်ရနည်း သင်တန်း😂,positive
7846,သီချင်းထက်မမမြတ်လှနေတယ်,negative
7847,နဲ့တိုင်ပြောမယ် ချယ်ရီကိုထားခဲ့လို့,neutral
7850,တယ်ဗျာ🎉 တစ်ဖန်ပြန်ချစ်ချင်သွားပိ😂,positive
7851,ချယ်ရီက ဆုံးသွားတာလားဗျ။😢😢😢,negative
7852,မြေပြန့်သားတွေကိုတောင်ပေါ်သူတွေကြောက်ကုန်ရန် ကို ကြောင့်ပဲ,neutral
7853,ဒါမျိုးမှ ရှမ်းမစစ်စစ်ပုံစံ,positive
7854,ချယ်ရီးပန်းမမွှေးဘူး,neutral
7855,သီချင်းလေးကို နားထောင်ပေမဲ့ ကိုတော့ အဆုံးထိမကြည့်ရက်😢,negative
7856,ကြိုက်တယ် ရှင်,positive
7857,ချယ်ရီပန်းကမွှေးမှမမေ,neutral
7858,ကြိုက်တယ် ၁၉၆ ခေါက်လောက်ရှိပြီ ကြည့်နေတာ 🌸 ဒီမြေပြန့်သား ပလေးဘွိုင်းပဲ,positive
7859,ရောက်လို့ အဖိုးကြီးဖစ်နေရင် ပြန်နားထောင်နေအုံးမယ်ဗျာ့💜,positive
7860,လခွမ်း ကားပေါ်က ကောင်က အလိုက်မသိချက်က တစ်သက်လုံး ဖစ်မဲ့ကောင် 😅😅😅,positive
7861,ချိုလိုက်တာ,positive
7862,အချစ်ဆုံး,positive
7863,ဒီသီချင်းစထွက်ကတည်းကရှမ်းမလေးတွေကိုရည်းစားတော်ချင်လာတယ်🌝,positive
7864,မန်းလေးသားတို့များ တောင်ပေါ်ထိ အသဲတက်ခွဲ 🥴,neutral
7865,ဒီကောင်ကြီးက ဘာသီချင်းလုပ်လုပ်ကိုကောင်းနေတာကြီးပါကွာ,positive
7866,စားဘီ😆,positive
7867,🥹🤌,positive
7868,လေးသနားပါတယ်😐,neutral
7869,ဟောဗျာ,neutral
7870,ချယ်ရီပန်းက မမွှေးဘူးလေ,neutral
7871,ကျင့်မကောင်းဘူးကွာ😢,negative
7876,ရက်စက်တယ်😢,negative
7877,လမ်းခွဲစကားပြောတဲ့အခန်းက ဘာပြောလိုက်တာလဲ ဘယ်နှစ်ခေါက်နားထောင်နားကိုမလည်ဘူး သူဘာပြောလိုက်လဲဆိုတာ🥲,neutral
7878,က အသဲခွဲပြသွားသေးတယ်💔,negative
7879,ရှမ်းမလေးတောင်လိုချင်🤭,positive
7881,ရယ် ရယ်,neutral
7882,မြေပြန့်သားကို မြေပြန့်သူက ရရှိသွား,neutral
7883,နောက်ဆုံးမှာမျက်ရည်တွေနဲ့ပြန်ထွက်ခဲ့ရတယ်😢😢,negative
7884,စောင့်နေတာဗျာ ကြာပေါ့🎉,positive
7885,ချယ်ရီဆိုလို့ ချယ်ရီပန်းတွေလည်း ပါလာမှာလားဆိုပြီး ကြည့်နေတာ၊ ချယ်ရီပွင့်တဲ့ရာသီမှာရိုက်ရင် ပိုပြီး က ပိုလှ ပိုလိုက်သွားမယ်ထင်တယ်၊ မိုက်တယ်,neutral
7886,အရမ်း တာပဲရော,positive
7887,ချယ်ရီပန်းကမွှေးလို့လား,neutral
7888,ရှမ်းမလေးအတွက်သီချင်းရပါပြီ😍,positive
7889,အကောင်းဆုံး သီဆိုပြီး သရုပ်ဖော်ပြသွားတာကို အရမ်းကြိုက်မိတယ်ဗျာ အစ အဆုံး ကြည့်လို့မဝအောင်ကို မိမိုက်နေတာ အခုနဲ့ဆို ဘယ်နှစ်ခေါက်မှန်းမသိ တော့ပါဘူး ထွက်ကတည်းက နားထောင်နေတာ အခုတော့ တစ်ပုဒ်လုံးတောင် အလွတ်ရနေပြီဆိုတော့ ကြည့်ရင်းလိုက် မိတာ အရမ်းကောင်းလွန်းနေတယ် ရာ,positive
7890,ခံရသွားတဲ့ချယ်ရီ,negative
7891,🔋,positive
7892,ငါ့ရှမ်းမကတော့စောက်ပေါ,negative
7893,တော်တော်ကြိုက်နေပီ🎉,positive
7894,😮😮😮😮😮,positive
7895,သီချင်းနဲ့နဲ့လိုက်ဖက်လှပါတယ်,positive
7896,အဆုံးမလှလိုက်တာ ရှမ်းမလေးကိုမှ ပလေးသွားရတယ်လို့ 😔😔,negative
7897,လုံးဝမကြိုက်သောသီချင်း,positive
7898,တေဘဲဆိုတတ်တာလား ရေ,neutral
7899,ဟင် အသည်းသွားခွဲခဲ့တာလား😢😢,negative
7900,သီချင်းလေး ကောင်းလို့ အမြဲနားထောင်ပေမယ့် ကြီးကတော့ ကြေကွဲရလို့ ထပ်မကြည့်ချင်တော့ဘူးကွယ်။,positive
7901,မျှော်ရကျိုးနပ်တာထက် ပို၍ ကောင်းခဲ့တယ် 🎉🎉,positive
7902,ဒီငါစော်မမြင်ပါစေနဲ့ ငါလုပ်ထားတာတွေရှိတယ်,positive
7903,ချာလီချက်ပလင်နဲ့တူတယ်,positive
7904,ကြီးကွာ😭,negative
7905,သီချင်းလေးလှသလို လေးကလည်းလှလိုက်တာဗျာ 🌸🌸🌸,positive
7906,ဒီ ကြည့်ပြီး ထျန်ခေးရဲ့ချစ်လွန်းလို့ပါကို ပြန်ပြန်သွားကြည့်မိတယ်ငယ်ဘဝရဲ့အချစ်ဦးလေး,negative
7907,ချစ်စရာလေးကွာ,positive
7908,တကယ်ကောင်းပါတယ်ကွာ🌸,positive
7909,တနယ်သားတွေမကောင်းဘူး ငိုချင်သွားပြီး ငါမှာတော့ခံစားရမယ်ပေါ့ ပုံမှန်လို ဘယ်ဟုတ်မလဲ ခံစားမှုတမျိုး နဲ့ ပြန်လုပ်သွားတယ် တော်ဘီ ကိုယ်ခံစားရတာလဲမကောင်းသလိုသူများခံစားရတာလဲမကောင်းဘူး ဆိုတာ လက်တွေ့ပြသွား နဲ့ ဖက်ကြမ်းကြီးကိုင်ငိုင်ရအုန်းမယ်,negative
7910,တောင်ပေါ်ထိသွား တဲ့ဘဲကြီး😂,positive
7911,မှော်ဝင်နေသော ဘီးကျဲကြီး ဆိုသမျှသီချင်းတိုင်းက ကောင်းနေတော့တာပါပဲ,positive
7912,ချယ်ရီကရော🥺,positive
7913,ချစ်စရာလေးကွာ မမမြတ်က,positive
7914,အပျိုလေးတုန်းကပဲသဘောကျတယ် ယွကျားရသွားတော့ ဘယ်လိုမှ ခံစားလို့မရတော့,positive
7916,အဲ လို ဇာတ် မသိမ်း လည်း ရတာ ကို လခွမ်းတယ် မ🖕,negative
7917,ကလောမြို့ဈေးနဲ့ သတိရတယ်,negative
7918,မင်း ဟာ ပုံမလာ ဘူး,neutral
7919,ဘဲကြီးရာကျန်တာအကုန်သဘောကျတယ်မျက်နှာကိုထိုးတာကြီးတစ်မျိုးကြီးဗျာ,positive
7921,ပလေးဘွိုင်းကြီးပေါ့ 😢,positive
7922,အဲတာဆို အပျော်တွဲသွားတာပေါ့😢,negative
7924,ရပါတယ် ကို ကျတော့် တာ၀န်သာ ထားလိုက်ပါတော့,positive
7925,ဆိုတဲ့ အမျိုးသမီး လေးကို သတိရသွားတယ်,negative
7926,သူကထားခဲ့တာလား ကောင်မလေးကို😅,neutral
7927,လေးပေးစမ်းငါ့ကို,neutral
7928,တစ်ရွာတစ်ကျီ,neutral
7929,ရက်စက်လိုက်တာဟာ😑😑,neutral
7930,ဘဲကြီး,neutral
7931,ကမ္ဘောဇ ဆိုင်လေးစားလို့အရမ်းကောင်း,positive
7932,ဘာသီချင်းဆိုဆို အကုန်ကြိုက်မိတဲ့ 🎉🎉,positive
7933,ကြိုက်သွားပြီ,positive
7934,သွားတွေဖြီးပြီးကြည့်နေတာ နောက်ဆုံးကျ မျက်ရည်တွေနဲ့ဖြစ်ကုန်ရော,positive
7935,မြေပြန်က ကောင်လေးတွေကိုမချစ်ကြပါနဲ့😂ထာခဲ့ခဲရမယ်,negative
7936,ကလေးအမေကလည်းချစ်စရာ,positive
7937,ဒီစတိုင်နဲ့ အရမ်းလိုက်တယ်,positive
7938,ချယ်ရီကိုသဘောတွေကျနေပီ,positive
7939,တောင်ပေါ်သူလေးက်ုအသဲခွဲသွားတဲ့မြေပြန့်သားမောင်ကိုသတ်ိရမိသွားး😔😔😔💔💔,negative
7940,သစ္စာမရှိတဲ့ကောင်,positive
7941,သီခ်င္းထဲကေနအခုထိအျမဲနားေထာင္ျဖစ္တယ္အခုေနာက္ပိုင္းသီခ်င္းေတြပိုႀကိဳက္တယ္,positive
7942,ကြိုက်လိုက်တာဗျာ 😍🌸🌸,positive
7943,သီချင်းက ကောင်းလိုက်တာ ချယ်ရီပန်းမွှေးလား မမွှေးလား ပြန်စဉ်းစားရင်းးးး,neutral
7944,မောင်ဒီတခေါက်ပြန်ရင်ရောဘယ်လောက်လောက်ကြာမလဲ😢,negative
7945,ငါအကြိုက် ဘဲ ကွာ နိုင်ငံခြားဇာတ်၀င်ခန်းလိုဘဲ အမှတ်တရ လက်ဆောင်ပေးရင်း စကားပြောတဲ့ အခန်းက,neutral
7946,သီချင်းရောလူရော,neutral
7947,ဘာလဲဟ ကွဲသွားကြတာလားဘာလို့လဲကွာ ငါ့ပဲခံစားရအောင်လုပ်နေလိုက်,neutral
7948,တွေ့ဆုံချင်းကိုလက်ခံရင် ဝေးကွာခင်းကိုလည်း လက်ခံရမယ်😢,negative
7949,ကြည့်ပြီးစိတ်ထဲစိတ်မကောင်းဖြစ်ပြီးကျန်ခဲ့ပြီ ကြီးကရက်စက်😢😢😢,negative
7950,အရမ်းကြိုတ်လိုက်တာရှင်🥹,positive
7951,ချစ်တာတစ်ယောက် ညားတာတစ်ယောက် မခံစားနိုင်ဘူး တကယ်ပဲ🥲,positive
7952,ဇာတ်သိမ်းမှာ ချယ်ရီလေးသနားပါတယ်ဗျာ 😢😢,negative
7953,ညအလင်း ကျ အကို့ ကောင်မလေးနဲ့ရိုက်စေချင်,positive
7954,စော်လေးက တောလမ်းမှာ တယောက်တည်း ဘာသွားရောင်းနေတာလဲ😂😊,positive
7955,တစ်ပတ် အတွင်း ပြည့်အောင်ဝိုင်း ကြ🎉,negative
7956,ချယ်ရီလေးကို သွားတယ်ကွာ,negative
7957,ငါ့လည်း မမမြတ်လို့လာခေါ်ကြ,neutral
7958,🌸🍒,positive
7959,ဘာပြောသွားတာလဲ 🙄 အကြိမ်ကြိမ်နားထောင်တာ ဘာမှမကြားလိုက်ဘူး😁🏻,neutral
7960,သီချင်းလေးကြိုက်လို့လေးစောင့်နေတာအရမ်းမိုက်ပါတယ်👍👍👍,positive
7961,ချယ်ရီပန်း က မမွှေးဘူးလို့🤧,neutral
7962,🥹🏻,positive
7963,ရက်အထိ ဒီသီချင်းက်ိုနားထောင်တဲ့သူတွေရှိသေးလား ရှိရင် 👇,neutral
7964,မြတ်ရတနာကျော် အသဲလေး😘,positive
